variableId,parent_variable_id,category,subcategory,variableName,unit,unit_accession,value_type,observation_level,scaleName,scaleClass,system_id,acquisition_modality,acquisition_filter,acquisition_light_profile,acquisition_geometry,signal_interpretation,roi_canonical,implementation_roi_alias,acquisition_unit,filter_notes,axis_definition,export_shape,traitName,traitAccNumber,traitEntity,traitEntityAccessionNumber,traitCharacteristic,traitCharacteristicAccessionNumber,methodName,methodDesc,methodRef,record_status,introduced_in_version,deprecated_in_version,replaced_by_variable_id
psi.fc.fo,psi.fc,psi_vendor_analysis,fluorcam,Fo,a.u.,,float,plant_round,,,PSI:FC_PLANT:FO,fluorcam_single_channel,,,,,plant,,,,,scalar,plant baseline fluorescence intensity,,plant,PO:0000003,fluorescence intensity,PATO:0000049,PSI FluorCam vendor analysis,"Vendor-emitted fluorescence summary from PSI PlantScreen/PS Data Analyzer for the HADES FluorCam station. The underlying station is a bottom-view, light-isolated imaging box with a 12.36 MP monochrome CMOS sensor, multichannel excitation, and motorized emission filtering. This registry preserves the PSI-generated analysis value from the Fc_Plant table rather than recomputing it.",,active,1.0.0,,
psi.fc.fo_gauss,psi.fc,psi_vendor_analysis,fluorcam,Fo_gauss,a.u.,,float,plant_round,,,PSI:FC_PLANT:FO_GAUSS,fluorcam_single_channel,,,,,plant,,,,,scalar,plant baseline fluorescence intensity,,plant,PO:0000003,fluorescence intensity,PATO:0000049,PSI FluorCam vendor analysis,"Vendor-emitted fluorescence summary from PSI PlantScreen/PS Data Analyzer for the HADES FluorCam station. The underlying station is a bottom-view, light-isolated imaging box with a 12.36 MP monochrome CMOS sensor, multichannel excitation, and motorized emission filtering. This registry preserves the PSI-generated analysis value from the Fc_Plant table rather than recomputing it.",,active,1.0.0,,
psi.fc.fo_median,psi.fc,psi_vendor_analysis,fluorcam,Fo_median,a.u.,,float,plant_round,,,PSI:FC_PLANT:FO_MEDIAN,fluorcam_single_channel,,,,,plant,,,,,scalar,plant baseline fluorescence intensity,,plant,PO:0000003,fluorescence intensity,PATO:0000049,PSI FluorCam vendor analysis,"Vendor-emitted fluorescence summary from PSI PlantScreen/PS Data Analyzer for the HADES FluorCam station. The underlying station is a bottom-view, light-isolated imaging box with a 12.36 MP monochrome CMOS sensor, multichannel excitation, and motorized emission filtering. This registry preserves the PSI-generated analysis value from the Fc_Plant table rather than recomputing it.",,active,1.0.0,,
psi.fc.kinetic.series,psi.fc,psi_vendor_analysis,fluorcam,"Kinetic columns (e.g., 16000000)",a.u.,,array<float>,plant_round,,,PSI:FC_KINETIC:SERIES,fluorcam_single_channel,,,,,plant,,,,time/frame axis from PSI Kinetic wide-form column headers,vector,plant fluorescence kinetic series,,plant,PO:0000003,fluorescence intensity over time,PATO:0000049,PSI FluorCam vendor analysis,"Vendor-emitted kinetic fluorescence series from PSI PlantScreen/PS Data Analyzer. The HADES FluorCam station supports protocol-defined fluorescence measurements, and the Kinetic table stores protocol/frame-dependent timepoint columns as exported by PSI rather than recomputed in this registry.",,active,1.0.0,,
psi.fc.size.px,psi.fc,psi_vendor_analysis,fluorcam,Size,px,,int,plant_round,,,PSI:FC_PLANT:SIZE,fluorcam_single_channel,,,,,plant,plant_mask,,,,scalar,plant mask area,,plant,PO:0000003,area (pixel count),PATO:0001323,PSI FluorCam vendor analysis,"Vendor-emitted value from PSI PlantScreen/PS Data Analyzer fluorescence analysis tables for the HADES FluorCam station. The underlying station is a bottom-view, light-isolated imaging box with a 12.36 MP monochrome CMOS sensor, multichannel excitation, and motorized emission filtering. This variable preserves the Fc_Plant size output representing plant mask area in pixels.",,active,1.0.0,,
psi.vnir.avg_spectrum.vector,psi.vnir.avg_spectrum,psi_vendor_analysis,hyperspectral,"Hc_avgSpectrum wavelength columns (e.g., 349.9 ... 899.12)",a.u.,,array<float>,plant_round,,,PSI:VNIR_AVG_SPECTRUM:VECTOR,psi_vendor_vnir,,,,,plant,psi_plant_region,,,wavelength axis from PSI Hc_avgSpectrum column headers (nm),vector,PSI VNIR average spectrum,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted average spectrum from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Wavelength-axis columns from the Hc_avgSpectrum table are preserved as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A440.avg,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A440-average (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_AVG,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A440 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A440.stddev,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A440-standard deviation (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_STDDEV,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A440 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A440.median,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A440-median (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MEDIAN,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A440 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A440.min,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A440-minimum (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MIN,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A440 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A440.max,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A440-maximum (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MAX,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A440 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A480.avg,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A480-average (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_AVG,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A480 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A480.stddev,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A480-standard deviation (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_STDDEV,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A480 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A480.median,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A480-median (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MEDIAN,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A480 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A480.min,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A480-minimum (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MIN,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A480 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A480.max,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A480-maximum (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MAX,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A480 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A490.avg,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A490-average (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_AVG,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A490 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A490.stddev,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A490-standard deviation (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_STDDEV,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A490 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A490.median,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A490-median (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MEDIAN,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A490 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A490.min,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A490-minimum (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MIN,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A490 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A490.max,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A490-maximum (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MAX,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A490 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A570.avg,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A570-average (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_AVG,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A570 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A570.stddev,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A570-standard deviation (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_STDDEV,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A570 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A570.median,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A570-median (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MEDIAN,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A570 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A570.min,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A570-minimum (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MIN,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A570 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A570.max,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A570-maximum (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MAX,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A570 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A625.avg,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A625-average (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_AVG,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A625 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A625.stddev,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A625-standard deviation (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_STDDEV,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A625 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A625.median,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A625-median (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MEDIAN,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A625 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A625.min,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A625-minimum (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MIN,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A625 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A625.max,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A625-maximum (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MAX,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A625 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A680.avg,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A680-average (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_AVG,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A680 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A680.stddev,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A680-standard deviation (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_STDDEV,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A680 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A680.median,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A680-median (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MEDIAN,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A680 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A680.min,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A680-minimum (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MIN,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A680 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A680.max,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A680-maximum (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_MAX,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A680 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
psi.vnir.band.A720.avg,psi.vnir.band,psi_vendor_analysis,hyperspectral,"A720-average (e.g., A570-avg)",a.u.,,float,plant_round,,,PSI:VNIR_PLANT:BAND_AVG,psi_vendor_vnir,,,,,plant,psi_plant_region,,"Band token A720 is vendor-export header naming, not an emission-filter wheel designation.",single spectral band summarized by vendor export,scalar,PSI VNIR band intensity,,plant,PO:0000003,spectral intensity,PATO:0000049,PSI VNIR vendor analysis,"Vendor-emitted wavelength-specific summary statistics from PSI PlantScreen/PS Data Analyzer for the HADES VNIR hyperspectral unit. The unit records 350-900 nm data, uses 365 nm UV excitation for fluorescence mode, and uses white-light transmission mode for outline masking. Template rows preserve Hc_Plant band statistics exactly as exported by PSI.",,active,1.0.0,,
